ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
111,0,0,CSN6951,OVE,B738/M,B7970,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 13:00,2024-1-15 13:00,,2024-1-15 13:09,2024-1-15 13:24,2.02401E+13,2024-1-15 12:51,2.02401E+13,2024-1-15 12:50,2.02401E+13,0,2024-1-15 12:51,2024-1-15 13:09,2024-1-15 16:30,2024-1-15 16:04,2024-1-15 16:08,2024-1-15 16:30,0,,,,,S0950,K0824,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0736S0750 W214 HO,2.02401E+13,-60,2024-1-15 13:24,25,,,8e96c636b19e4a95b8fd897835fd8688,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A7427,2024-1-15 13:18,2024-1-15 13:18,ARR,,77342,,29,702,,U,S,0,2,,N,N,W/Z,,0,,CSN,
112,0,0,CHH7893,ARR,B738/M,B5620,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 13:00,2024-1-15 13:00,,,2024-1-15 13:25,2.02401E+13,,2.02401E+13,2024-1-15 12:55,2.02401E+13,0,2024-1-15 12:47,2024-1-15 13:02,2024-1-15 14:57,2024-1-15 14:39,,2024-1-15 15:07,0,,,2.02401E+13,,S1040,M078,WUR B215 KABDO W119 AKS W176 KHG,,0,2024-1-15 13:25,25,,,a7d955e6dc254c89843d9a4839db309d,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0655,2024-1-15 13:15,2024-1-15 13:15,ARR,,47531,,105,,,U,S,0,1,,N,N,W/Z,,0,,CHH,
113,0,0,CSN6853,OVE,B738/M,B206C,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 13:05,2024-1-15 13:05,,2024-1-15 13:25,2024-1-15 13:30,2.02401E+13,2024-1-15 13:05,2.02401E+13,2024-1-15 12:48,2.02401E+13,0,2024-1-15 12:50,2024-1-15 13:10,2024-1-15 16:20,2024-1-15 16:08,2024-1-15 16:24,2024-1-15 16:44,0,,,,,S0950,K0820,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0746S0750 W214 HO,2.02401E+13,0,2024-1-15 13:30,25,,,6d1a3f531b9a436ab701c0690239895d,,,,0,,,0,1,,5,5,0,1,0,,,,U,N,A2302,2024-1-15 13:25,2024-1-15 13:25,ARR,,77390,,25,308,,U,S,0,2,,N,N,W/Z,,0,,CSN,
114,0,0,CQH6927,ARR,A20N/M,B325C,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÓÚÌï/Íò·½,ZWWW,ZWYT,ZWYT,2024-1-15 13:05,2024-1-15 13:05,2024-1-15 13:10,,2024-1-15 13:39,2.02401E+13,,2.02401E+13,2024-1-15 13:02,2.02401E+13,0,2024-1-15 12:50,2024-1-15 13:25,2024-1-15 15:17,2024-1-15 14:55,,2024-1-15 16:02,0,,,,,S0920,K0850,WUR B215 KABDO W119 AKS W186 SADAN H63 DJQ J377 YUF,2.02401E+13,540,2024-1-15 13:39,25,,,ae7ecd6b02c94e25b0f91834a62c6c88,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2526,2024-1-15 13:20,2024-1-15 13:20,ARR,,47769,,10,,,U,S,0,2,,N,N,W/Z,,0,,CQH,
115,0,0,CES5633,ARR,A20N/M,B324Z,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 13:10,2024-1-15 13:10,,,2024-1-15 13:35,2.02401E+13,,2.02401E+13,2024-1-15 12:49,2.02401E+13,0,2024-1-15 12:55,2024-1-15 13:11,2024-1-15 15:07,2024-1-15 14:46,,2024-1-15 15:17,0,,,,,S0920,K0833,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,0,2024-1-15 13:35,25,,,9825d3161b41480eb3b456a21e483b50,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1005,2024-1-15 13:26,2024-1-15 13:26,ARR,,42677,,13,,,U,S,0,2,,N,N,W/Z,,0,,CES,
116,0,0,JYH1465,ARR,B738/M,B1551,20240115,25,20,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Í¼Ä¾Êæ¿Ë/ÌÆÍõ³Ç,ZWWW,ZWTS,ZWTS,2024-1-15 13:20,2024-1-15 13:20,,,2024-1-15 13:45,2.02401E+13,,2.02401E+13,2024-1-15 13:08,,0,2024-1-15 13:09,2024-1-15 13:25,2024-1-15 15:07,2024-1-15 14:43,,2024-1-15 15:14,0,,,2.02401E+13,,S0840,K0830,WUR B215 KABDO W119 LESVI J243 TMS,2.02401E+13,0,2024-1-15 13:45,25,,,7cd465168a684b1985f76116d4d580b3,,,,0,,,0,0,,0,5,0,0,0,,,,U,N,A0653,2024-1-15 13:36,2024-1-15 13:36,ARR,,80846,,15,,,U,S,0,2,,N,N,W/Z,,0,,JYH,
117,0,0,CCA1252,OVE,B38M/M,B1397,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 13:30,2024-1-15 13:30,,,2024-1-15 13:42,2.02401E+13,,2.02401E+13,2024-1-15 13:18,2.02401E+13,0,2024-1-15 13:15,2024-1-15 13:32,2024-1-15 17:00,2024-1-15 16:43,,2024-1-15 17:11,0,2.02401E+13,2024-1-15 17:19,,,S1010,K0834,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-780,2024-1-15 13:42,25,,,eb6fd09bc2b74a03af5757083c325f67,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2335,2024-1-15 13:47,2024-1-15 13:47,ARR,,76539,,16,315,,U,S,0,2,,N,N,W/Z,,0,,CCA,
118,0,0,MJC286,OVE,GLF6/M,B3326,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 13:30,2024-1-15 13:50,,,2024-1-15 14:21,2.02401E+13,,,,,0,2024-1-15 13:37,2024-1-15 13:52,2024-1-15 16:15,2024-1-15 16:47,,2024-1-15 17:28,0,,2024-1-15 17:31,,,S1070,K0926,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,,1560,2024-1-15 14:21,25,,,23a9892b655249b19f8ea369f297434a,,,,0,,,0,0,,0,5,0,0,0,,,,U,N,A2315,2024-1-15 14:05,2024-1-15 13:45,ARR,,12322,,169,626,,0,N,0,0,,N,N,U/H,,0,,MJC,
119,0,0,CHH7223,ARR,B738/M,B1498,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 13:30,2024-1-15 13:30,,,2024-1-15 13:52,2.02401E+13,,2.02401E+13,2024-1-15 13:11,2.02401E+13,0,2024-1-15 13:19,2024-1-15 13:34,2024-1-15 15:27,2024-1-15 15:14,,2024-1-15 15:39,0,,,2.02401E+13,,S1040,M078,WUR B215 KABDO W119 LESVI H67 HTN,2.02401E+13,-180,2024-1-15 13:52,25,,,f97d6b8217d2440ab9d8a9659ec0c64c,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1010,2024-1-15 13:45,2024-1-15 13:45,ARR,,45840,,12,,,U,S,0,2,,N,N,W/Z,,0,,CHH,
120,0,0,CBJ5844,OVE,A21N/M,B322L,20240115,25,6,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,º¼ÖÝ/ÏôÉ½,ZWWW,ZSHC,ZSHC,2024-1-15 13:40,2024-1-15 13:40,,2024-1-15 13:43,2024-1-15 13:49,2.02401E+13,2024-1-15 13:27,2.02401E+13,2024-1-15 13:26,2.02401E+13,0,2024-1-15 13:27,2024-1-15 13:43,2024-1-15 18:45,2024-1-15 18:36,2024-1-15 18:28,2024-1-15 18:37,0,2.02401E+13,2024-1-15 18:37,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 XIXAN W214 HO H14 P396 H131 UGSUT H132 P234 H36 OLPOV B213 WHA R343 SAGUD W50 XSH H17 JDZ H26 TXN G204 OREXA,2.02401E+13,-960,2024-1-15 13:49,25,,,605a74f9875d4c8ab66205c56cc4fa33,,,,0,,,0,1,0,5,5,0,0,,,,,U,N,A2325,2024-1-15 13:56,2024-1-15 13:56,ARR,,77501,,1,330,,U,S,0,2,,N,N,W/Z,,0,,CBJ,
121,0,0,CSN6646,OVE,B738/M,B5446,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 13:40,2024-1-15 13:40,,,2024-1-15 13:59,2.02401E+13,,2.02401E+13,2024-1-15 13:23,2.02401E+13,0,2024-1-15 13:25,2024-1-15 13:43,2024-1-15 17:22,2024-1-15 17:23,,2024-1-15 17:38,0,,2024-1-15 17:44,,,S0950,K0777,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 TYN B208 NOPIN,2.02401E+13,-360,2024-1-15 13:59,25,,,b7ee002145e3437d88e2227b5648c038,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2334,2024-1-15 13:58,2024-1-15 13:58,ARR,,56003,,47,222,,U,S,0,2,,N,N,W/Z,,0,,CSN,
122,0,0,GCR7563,ARR,E190/M,B3235,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 13:50,2024-1-15 13:50,,,2024-1-15 14:00,2.02401E+13,,,2024-1-15 13:36,2.02401E+13,0,2024-1-15 13:35,2024-1-15 13:51,2024-1-15 15:47,2024-1-15 15:29,,2024-1-15 15:40,0,,,,,S0920,M075,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-900,2024-1-15 14:00,25,,,7690f8dd1c02493d9ff2f8c17e759661,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1020,2024-1-15 14:06,2024-1-15 14:06,ARR,,62622,,6,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
123,0,0,CHH7146,OVE,B738/M,B5855,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 13:55,2024-1-15 13:55,,,2024-1-15 14:05,2.02401E+13,,2.02401E+13,2024-1-15 13:46,2.02401E+13,0,2024-1-15 13:40,2024-1-15 13:56,2024-1-15 17:30,2024-1-15 17:20,,2024-1-15 17:35,0,,2024-1-15 17:36,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-900,2024-1-15 14:05,25,,,34b5e725055c4c4c8b1fee2c0f071f7b,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A2305,2024-1-15 14:11,2024-1-15 14:11,ARR,,45364,,8,227,,U,S,0,2,,N,N,W/Z,,0,,CHH,
124,0,0,CHH7849,ATX,B738/M,B1130,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 13:55,2024-1-15 13:55,,,2024-1-15 14:02,2.02401E+13,,2.02401E+13,2024-1-15 13:45,2.02401E+13,0,2024-1-15 13:40,2024-1-15 13:56,2024-1-15 17:42,2024-1-15 17:47,,2024-1-15 17:48,0,,2024-1-15 17:57,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-1080,2024-1-15 14:02,25,,,0e6d9179e33f4cc08648c8751b6558ec,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2312,2024-1-15 14:11,2024-1-15 14:11,ARR,,47229,,17,257,,U,S,0,2,,N,N,W/Z,,0,,CHH,
125,0,0,CSN3467,ARR,A320/M,B6682,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 13:55,2024-1-15 13:55,,,2024-1-15 14:09,2.02401E+13,,,2024-1-15 13:42,,0,2024-1-15 13:40,2024-1-15 13:58,2024-1-15 15:52,2024-1-15 15:32,,2024-1-15 15:55,0,2.02401E+13,,2.02401E+13,,S0920,K0826,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-660,2024-1-15 14:09,25,,,f5dcbc65b34a4617be8fea34aa0f96be,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0661,2024-1-15 14:13,2024-1-15 14:13,ARR,,54476,,30,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
126,0,0,GCR7515,ARR,A320/M,B1031,20240115,25,27,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢¿ËËÕ/ºìÆìÆÂ,ZWWW,ZWAK,ZWAK,2024-1-15 14:00,2024-1-15 14:00,,,2024-1-15 14:13,2.02401E+13,,2.02401E+13,2024-1-15 13:48,2.02401E+13,0,2024-1-15 13:51,2024-1-15 14:06,2024-1-15 15:27,2024-1-15 15:07,,2024-1-15 15:22,0,2.02401E+13,,2.02401E+13,,S0920,M078,WUR B215 KABDO W119 AKS,2.02401E+13,-720,2024-1-15 14:13,25,,,40af8daf92804de686290e0346d304fe,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1002,2024-1-15 14:15,2024-1-15 14:15,ARR,,62660,,5,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
127,0,0,CCA4256,ARR,B738/M,B5682,20240115,25,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 14:10,2024-1-15 14:10,,,2024-1-15 14:17,2.02401E+13,,2.02401E+13,2024-1-15 13:52,2.02401E+13,0,2024-1-15 14:00,2024-1-15 14:16,2024-1-15 17:35,2024-1-15 17:48,,2024-1-15 18:03,0,2.02401E+13,,,,S1010,K0823,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 OVRAL W242 P438/K0830S0920 W242 SANUK W180 AKBEK,2.02401E+13,-1080,2024-1-15 14:17,25,,,55c05780c04747f3b167324fb42e18e4,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A2303,2024-1-15 14:26,2024-1-15 14:26,ARR,,77807,,9,325,,U,S,0,2,,N,N,W/Z,,0,,CCA,
128,0,0,CDG8703,ARR,B738/M,B7977,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿â³µ/¹ê×È,ZWWW,ZWKC,ZWSH,2024-1-15 14:10,2024-1-15 14:10,,,2024-1-15 14:19,2.02401E+13,,2.02401E+13,2024-1-15 13:51,2.02401E+13,0,2024-1-15 13:59,2024-1-15 14:14,2024-1-15 16:02,2024-1-15 15:49,,2024-1-15 17:28,0,2.02401E+13,,,ACAS II HUD SA CAT I HUD CAT II ZWWW HUD LVTO 150 CAT II 300 ALTERNATE ZWKC DUE ,S1040,K0848,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-960,2024-1-15 14:19,25,,,5de5c164052f43bbbd1b146b13f1e72a,,,,0,,,0,0,,5,5,0,0,,,,,B,N,A1015,2024-1-15 14:25,2024-1-15 14:25,ARR,,77172,,11,,,U,S,0,2,,N,N,W/Z,,0,,CDG,
129,0,0,GCR7595,ARR,A20N/M,B32F5,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 14:20,2024-1-15 14:20,,,2024-1-15 14:28,2.02401E+13,,2.02401E+13,2024-1-15 14:05,2.02401E+13,0,2024-1-15 14:05,2024-1-15 14:21,2024-1-15 17:52,2024-1-15 18:11,,2024-1-15 18:16,0,2.02401E+13,,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 MEXAD,2.02401E+13,-1020,2024-1-15 14:28,25,,,04c7e3fb025647d6b2136459f516e0b2,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2321,2024-1-15 14:36,2024-1-15 14:36,ARR,,62739,,2,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
130,0,0,CSC8230,OVE,A20N/M,B321E,20240115,25,05R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 14:20,2024-1-15 14:20,,2024-1-15 14:27,2024-1-15 14:25,2.02401E+13,2024-1-15 14:09,2.02401E+13,2024-1-15 14:03,2.02401E+13,0,2024-1-15 14:09,2024-1-15 14:27,2024-1-15 17:25,2024-1-15 17:20,2024-1-15 17:29,2024-1-15 17:37,0,2.02401E+13,,2.02401E+13,,S1070,K0780,WUR W190 ADPET W188 DAKPA/K0795S0890 W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0782S0750 W214 HO,2.02401E+13,-1200,2024-1-15 14:25,25,,,67f0cab4bd3141d9820e845e7d67e552,,,,0,,,0,2,,5,5,0,0,,,,,U,N,A2324,2024-1-15 14:38,2024-1-15 14:38,ARR,,51453,,45,309,,U,S,0,2,,N,N,W/Z,,0,,CSC,
131,0,0,GCR7839,ARR,A320/M,B1692,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 14:20,2024-1-15 14:20,,,2024-1-15 14:31,2.02401E+13,,2.02401E+13,2024-1-15 14:08,2.02401E+13,0,2024-1-15 14:05,2024-1-15 14:21,2024-1-15 16:12,2024-1-15 16:01,,2024-1-15 16:25,0,2.02401E+13,,2.02401E+13,,S0920,M078,WUR B215 KABDO W119 LESVI H67 HTN,2.02401E+13,-840,2024-1-15 14:31,25,,,97b1ff39ec664c8abf6545c264333c41,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1006,2024-1-15 14:36,2024-1-15 14:36,ARR,,74264,,3,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
132,0,0,CDG8712,OVE,B738/M,B5723,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¼ÃÄÏ/Ò£Ç½,ZWWW,ZSJN,ZSJN,2024-1-15 14:25,2024-1-15 14:25,,,2024-1-15 14:37,2.02401E+13,,,2024-1-15 14:10,,0,2024-1-15 14:12,2024-1-15 14:27,2024-1-15 18:35,2024-1-15 18:31,,2024-1-15 18:41,0,2.02401E+13,2024-1-15 18:41,,,S1010,K0848,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H11 SHX W4 GULEK,,-780,2024-1-15 14:37,25,,,b8288ab88e4d4a15a59f9e41f90c5173,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7431,2024-1-15 14:40,2024-1-15 14:40,ARR,,41481,,165,312L,,0,S,0,1,,N,N,W/Z,,0,,CDG,
133,0,0,CSN6903,OVE,B738/M,B7969,20240115,25,19R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/´óÐË,ZWWW,ZBAD,ZBAD,2024-1-15 14:30,2024-1-15 14:30,,,2024-1-15 14:47,2.02401E+13,,2.02401E+13,2024-1-15 14:15,2.02401E+13,0,2024-1-15 14:15,2024-1-15 14:33,2024-1-15 18:00,2024-1-15 17:55,,2024-1-15 18:17,0,,,,,S0950,K0805,WUR W190 ADPET W188 GOVSA W66 DKO W64 PUKOL/K0692S0690 W64 ELAPU,2.02401E+13,-480,2024-1-15 14:47,25,,,54706eb642984a8386da0a280ccd6d87,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A7425,2024-1-15 14:48,2024-1-15 14:48,ARR,,56054,,28,151,,U,S,0,2,,N,N,W/Z,,0,,CSN,
134,0,0,CSN6867,ARR,B738/M,B1748,20240115,25,27,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢¿ËËÕ/ºìÆìÆÂ,ZWWW,ZWAK,ZWAK,2024-1-15 14:30,2024-1-15 14:30,,,2024-1-15 14:40,2.02401E+13,,2.02401E+13,2024-1-15 14:15,2.02401E+13,0,2024-1-15 14:15,2024-1-15 14:32,2024-1-15 15:47,2024-1-15 15:39,,2024-1-15 15:48,0,,,,,S0840,K0743,WUR B215 KABDO W119 AKS,2.02401E+13,-900,2024-1-15 14:40,25,,,fd090a74a3c24d94ba7684b592fb8788,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2525,2024-1-15 14:47,2024-1-15 14:47,ARR,,68946,,38,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
135,0,0,CCA1902,OVE,B38M/M,B1395,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 14:35,2024-1-15 14:35,,,2024-1-15 14:54,2.02401E+13,,2.02401E+13,2024-1-15 14:19,2.02401E+13,0,2024-1-15 14:20,2024-1-15 14:36,2024-1-15 18:00,2024-1-15 17:48,,2024-1-15 18:22,0,2.02401E+13,2024-1-15 18:30,,,S1010,K0834,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-360,2024-1-15 14:54,25,,,4baff316dab64b758d9a1c5fd0a8281b,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A2330,2024-1-15 14:51,2024-1-15 14:51,ARR,,38929,,14,317,,U,S,0,2,,N,N,W/Z,,0,,CCA,
136,0,0,CSN6886,ARR,B737/M,B5281,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 14:40,2024-1-15 14:40,,,2024-1-15 14:49,2.02401E+13,,2.02401E+13,2024-1-15 14:20,2.02401E+13,0,2024-1-15 14:25,2024-1-15 14:44,2024-1-15 16:32,2024-1-15 16:24,,2024-1-15 16:53,0,,,,,S0920,K0742,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-960,2024-1-15 14:49,25,,,5c28edba37224e5781de88acf2db0dcd,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1021,2024-1-15 14:59,2024-1-15 14:59,ARR,,56099,,32,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
137,0,0,CSN6885,ATX,B738/M,B1362,20240115,25,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 14:45,2024-1-15 14:45,,2024-1-15 15:01,2024-1-15 15:10,2.02401E+13,2024-1-15 14:44,2.02401E+13,2024-1-15 14:35,2.02401E+13,0,2024-1-15 14:32,2024-1-15 15:01,2024-1-15 19:35,2024-1-15 19:47,2024-1-15 19:42,2024-1-15 20:08,0,,,,,S0950,K0776,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 IGIVI/K0753S0810 A599 BIPOP/K0721S0690 A599 P93/K0697S0570 A599 GYA,2.02401E+13,0,2024-1-15 15:10,25,,,4f50b8ed708b48ea8f18da4f73c4bc90,,,,0,,,0,2,0,5,5,0,0,,,,,U,N,A2306,2024-1-15 15:02,2024-1-15 15:02,ARR,,56246,,44,257,,U,S,0,2,,N,N,W/Z,,0,,CSN,
138,0,0,CSC6518,ARR,A20N/M,B323L,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 14:50,2024-1-15 14:50,,,2024-1-15 15:13,2.02401E+13,,2.02401E+13,2024-1-15 14:35,2.02401E+13,0,2024-1-15 14:46,2024-1-15 15:02,2024-1-15 18:22,2024-1-15 18:20,,2024-1-15 18:43,0,2.02401E+13,,2.02401E+13,,S1070,K0780,WUR W190 ADPET/K0789S0950 W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 OMBON/K0798S0810 B330 OVRAL/K0694S0570 B330 MEXAD,2.02401E+13,-120,2024-1-15 15:13,25,,,3e441ac2955340879b4486a49bb29c5e,,,,0,,,0,0,0,3,5,0,0,,,,,U,N,A2327,2024-1-15 15:06,2024-1-15 15:06,ARR,,47685,,23,,,U,S,0,2,,N,N,W/Z,,0,,CSC,
